hidden_dim,dropout,n_layers,learning_rate,batch_size,epoch,train_loss,train_acc,train_f1,valid_loss,valid_acc,valid_f1,time_mins,time_secs
64,0.3,2,0.001,32,1,0.406,81.381,0.679,0.258,89.062,0.836,0,19
64,0.3,2,0.001,32,2,0.183,92.876,0.891,0.261,88.312,0.832,0,16
64,0.3,2,0.001,32,3,0.091,97.002,0.953,0.252,89.438,0.843,0,14
64,0.3,2,0.001,32,4,0.052,98.374,0.974,0.288,89.312,0.841,0,15
64,0.3,2,0.001,32,5,0.031,98.923,0.983,0.41,89.5,0.846,0,15
64,0.3,2,0.001,32,6,0.022,99.282,0.989,0.387,89.5,0.838,0,14
64,0.3,2,0.001,32,7,0.014,99.409,0.991,0.446,89.062,0.841,0,14
64,0.3,2,0.001,32,8,0.014,99.578,0.993,0.427,89.812,0.844,0,14
64,0.3,2,0.001,32,9,0.005,99.852,0.998,0.553,88.562,0.835,0,14
64,0.3,2,0.001,32,10,0.005,99.894,0.998,0.637,89.188,0.832,0,15
64,0.3,2,0.001,64,1,0.51,75.851,0.512,0.287,86.908,0.811,0,13
64,0.3,2,0.001,64,2,0.213,91.494,0.87,0.246,88.809,0.816,0,12
64,0.3,2,0.001,64,3,0.109,96.295,0.942,0.263,90.364,0.851,0,13
64,0.3,2,0.001,64,4,0.064,98.121,0.97,0.267,90.184,0.849,0,12
64,0.3,2,0.001,64,5,0.042,98.67,0.979,0.289,89.879,0.847,0,12
64,0.3,2,0.001,64,6,0.036,98.818,0.981,0.345,89.309,0.828,0,12
64,0.3,2,0.001,64,7,0.021,99.345,0.99,0.406,89.871,0.844,0,12
64,0.3,2,0.001,64,8,0.008,99.81,0.997,0.523,89.511,0.844,0,12
64,0.3,2,0.001,64,9,0.011,99.747,0.996,0.381,89.809,0.841,0,13
64,0.3,2,0.001,64,10,0.006,99.894,0.998,0.532,89.629,0.833,0,12
64,0.3,2,0.0001,32,1,0.668,68.155,0.0,0.654,67.312,0.0,0,15
64,0.3,2,0.0001,32,2,0.576,72.492,0.33,0.432,79.562,0.645,0,14
64,0.3,2,0.0001,32,3,0.353,84.835,0.764,0.317,86.625,0.802,0,15
64,0.3,2,0.0001,32,4,0.258,90.245,0.851,0.284,88.312,0.824,0,14
64,0.3,2,0.0001,32,5,0.202,92.905,0.89,0.267,89.0,0.841,0,14
64,0.3,2,0.0001,32,6,0.155,95.017,0.922,0.263,88.375,0.847,0,14
64,0.3,2,0.0001,32,7,0.124,96.178,0.94,0.269,89.812,0.855,0,14
64,0.3,2,0.0001,32,8,0.101,97.149,0.955,0.282,89.812,0.853,0,14
64,0.3,2,0.0001,32,9,0.084,97.614,0.962,0.289,90.375,0.859,0,14
64,0.3,2,0.0001,32,10,0.07,98.079,0.97,0.286,90.438,0.862,0,20
64,0.3,2,0.0001,64,1,0.688,63.987,0.152,0.681,68.195,0.0,0,12
64,0.3,2,0.0001,64,2,0.671,68.188,0.0,0.659,68.195,0.0,0,13
64,0.3,2,0.0001,64,3,0.623,69.048,0.057,0.56,72.82,0.289,0,13
64,0.3,2,0.0001,64,4,0.451,82.702,0.708,0.383,84.728,0.78,0,12
64,0.3,2,0.0001,64,5,0.328,88.148,0.822,0.328,86.776,0.809,0,12
64,0.3,2,0.0001,64,6,0.263,90.745,0.862,0.304,87.221,0.818,0,12
64,0.3,2,0.0001,64,7,0.218,92.54,0.889,0.288,88.143,0.822,0,11
64,0.3,2,0.0001,64,8,0.181,94.258,0.912,0.281,88.831,0.833,0,12
64,0.3,2,0.0001,64,9,0.148,95.477,0.93,0.276,89.151,0.841,0,12
64,0.3,2,0.0001,64,10,0.126,96.385,0.944,0.282,90.004,0.842,0,12
64,0.5,2,0.001,32,1,0.428,78.095,0.658,0.269,87.125,0.827,0,18
64,0.5,2,0.001,32,2,0.195,91.917,0.879,0.261,87.812,0.823,0,15
64,0.5,2,0.001,32,3,0.107,96.41,0.943,0.245,88.188,0.835,0,15
64,0.5,2,0.001,32,4,0.064,97.741,0.964,0.274,89.688,0.849,0,14
64,0.5,2,0.001,32,5,0.042,98.796,0.981,0.327,89.562,0.852,0,14
64,0.5,2,0.001,32,6,0.028,99.05,0.985,0.36,90.438,0.85,0,15
64,0.5,2,0.001,32,7,0.027,98.944,0.983,0.41,89.812,0.849,0,14
64,0.5,2,0.001,32,8,0.02,99.282,0.989,0.362,89.812,0.857,0,14
64,0.5,2,0.001,32,9,0.009,99.789,0.997,0.518,89.938,0.851,0,14
64,0.5,2,0.001,32,10,0.008,99.726,0.996,0.542,89.688,0.853,0,14
64,0.5,2,0.001,64,1,0.537,71.803,0.507,0.295,86.485,0.814,0,12
64,0.5,2,0.001,64,2,0.231,90.882,0.862,0.246,89.301,0.83,0,13
64,0.5,2,0.001,64,3,0.146,94.337,0.912,0.249,89.699,0.843,0,12
64,0.5,2,0.001,64,4,0.093,96.838,0.95,0.282,89.673,0.857,0,11
64,0.5,2,0.001,64,5,0.071,97.635,0.962,0.252,89.261,0.831,0,12
64,0.5,2,0.001,64,6,0.048,98.501,0.976,0.311,90.371,0.857,0,11
64,0.5,2,0.001,64,7,0.027,99.24,0.988,0.448,89.441,0.845,0,11
64,0.5,2,0.001,64,8,0.019,99.324,0.989,0.418,89.441,0.832,0,12
64,0.5,2,0.001,64,9,0.017,99.557,0.993,0.418,89.684,0.841,0,12
64,0.5,2,0.001,64,10,0.01,99.726,0.996,0.409,90.121,0.85,0,12
64,0.5,2,0.0001,32,1,0.688,57.154,0.343,0.675,67.312,0.0,0,15
64,0.5,2,0.0001,32,2,0.643,68.332,0.004,0.589,68.5,0.081,0,20
64,0.5,2,0.0001,32,3,0.45,79.354,0.64,0.36,84.5,0.756,0,21
64,0.5,2,0.0001,32,4,0.312,87.28,0.807,0.304,87.812,0.816,0,15
64,0.5,2,0.0001,32,5,0.258,89.89,0.85,0.281,88.312,0.826,0,20
64,0.5,2,0.0001,32,6,0.211,92.061,0.877,0.264,89.812,0.843,0,19
64,0.5,2,0.0001,32,7,0.172,94.257,0.91,0.261,88.062,0.836,0,23
64,0.5,2,0.0001,32,8,0.146,95.156,0.926,0.257,90.812,0.858,0,20
64,0.5,2,0.0001,32,9,0.123,96.115,0.939,0.262,89.75,0.849,0,19
64,0.5,2,0.0001,32,10,0.105,96.833,0.95,0.257,90.188,0.857,0,18
64,0.5,2,0.0001,64,1,0.677,68.21,0.005,0.671,68.195,0.0,0,14
64,0.5,2,0.0001,64,2,0.664,68.188,0.0,0.656,68.195,0.0,0,17
64,0.5,2,0.0001,64,3,0.638,68.21,0.001,0.609,68.195,0.0,0,17
64,0.5,2,0.0001,64,4,0.535,76.057,0.508,0.438,80.603,0.688,0,16
64,0.5,2,0.0001,64,5,0.383,83.774,0.743,0.36,84.728,0.785,0,13
64,0.5,2,0.0001,64,6,0.308,87.953,0.816,0.319,87.151,0.817,0,13
64,0.5,2,0.0001,64,7,0.265,90.091,0.85,0.295,87.533,0.818,0,13
64,0.5,2,0.0001,64,8,0.22,92.46,0.884,0.287,88.588,0.835,0,13
64,0.5,2,0.0001,64,9,0.188,93.558,0.9,0.271,88.956,0.835,0,15
64,0.5,2,0.0001,64,10,0.166,94.475,0.914,0.261,89.338,0.841,0,15
128,0.3,2,0.001,32,1,0.401,82.458,0.719,0.267,86.75,0.822,0,31
128,0.3,2,0.001,32,2,0.179,92.791,0.89,0.261,88.0,0.827,0,37
128,0.3,2,0.001,32,3,0.1,96.748,0.949,0.282,88.312,0.827,0,31
128,0.3,2,0.001,32,4,0.065,97.825,0.966,0.298,86.812,0.809,0,31
128,0.3,2,0.001,32,5,0.049,97.952,0.967,0.289,89.562,0.852,0,29
128,0.3,2,0.001,32,6,0.028,98.944,0.983,0.449,89.5,0.852,0,28
128,0.3,2,0.001,32,7,0.018,99.409,0.991,0.48,89.125,0.844,0,29
128,0.3,2,0.001,32,8,0.01,99.662,0.995,0.52,88.938,0.842,0,27
128,0.3,2,0.001,32,9,0.017,99.409,0.991,0.462,88.812,0.843,0,32
128,0.3,2,0.001,32,10,0.016,99.451,0.991,0.536,88.25,0.828,0,33
128,0.3,2,0.001,64,1,0.445,78.929,0.624,0.288,85.908,0.802,0,23
128,0.3,2,0.001,64,2,0.194,92.279,0.881,0.231,90.066,0.845,0,24
128,0.3,2,0.001,64,3,0.102,96.328,0.943,0.245,90.496,0.851,0,24
128,0.3,2,0.001,64,4,0.074,97.593,0.962,0.267,89.331,0.836,0,24
128,0.3,2,0.001,64,5,0.043,98.649,0.979,0.273,89.081,0.84,0,24
128,0.3,2,0.001,64,6,0.025,99.219,0.988,0.359,90.121,0.851,0,30
128,0.3,2,0.001,64,7,0.018,99.409,0.991,0.364,89.607,0.837,0,31
128,0.3,2,0.001,64,8,0.01,99.81,0.997,0.432,89.746,0.847,0,27
128,0.3,2,0.001,64,9,0.005,99.831,0.997,0.511,89.816,0.849,0,25
128,0.3,2,0.001,64,10,0.008,99.683,0.995,0.538,90.059,0.85,0,23
128,0.3,2,0.0001,32,1,0.666,68.028,0.071,0.625,67.312,0.0,0,26
128,0.3,2,0.0001,32,2,0.456,77.72,0.602,0.405,82.25,0.692,0,29
128,0.3,2,0.0001,32,3,0.309,86.322,0.796,0.292,87.5,0.808,0,29
128,0.3,2,0.0001,32,4,0.231,90.921,0.862,0.263,89.125,0.833,0,26
128,0.3,2,0.0001,32,5,0.173,93.602,0.9,0.258,88.562,0.847,0,25
128,0.3,2,0.0001,32,6,0.135,95.481,0.929,0.245,89.625,0.851,0,24
128,0.3,2,0.0001,32,7,0.106,96.706,0.948,0.267,88.875,0.847,0,25
128,0.3,2,0.0001,32,8,0.086,97.445,0.96,0.276,90.188,0.858,0,24
128,0.3,2,0.0001,32,9,0.069,97.973,0.968,0.275,90.438,0.863,0,23
128,0.3,2,0.0001,32,10,0.054,98.395,0.975,0.343,90.375,0.86,0,23
128,0.3,2,0.0001,64,1,0.685,63.818,0.148,0.672,68.195,0.0,0,21
128,0.3,2,0.0001,64,2,0.643,68.484,0.024,0.59,71.75,0.24,0,20
128,0.3,2,0.0001,64,3,0.458,79.756,0.643,0.382,82.485,0.74,0,24
128,0.3,2,0.0001,64,4,0.331,85.726,0.787,0.321,85.618,0.793,0,21
128,0.3,2,0.0001,64,5,0.265,89.832,0.846,0.292,87.088,0.808,0,20
128,0.3,2,0.0001,64,6,0.209,92.285,0.883,0.283,87.665,0.823,0,23
128,0.3,2,0.0001,64,7,0.169,94.212,0.912,0.305,89.316,0.823,0,20
128,0.3,2,0.0001,64,8,0.149,94.765,0.918,0.259,89.518,0.84,0,20
128,0.3,2,0.0001,64,9,0.117,96.238,0.941,0.258,90.511,0.857,0,20
128,0.3,2,0.0001,64,10,0.098,97.029,0.953,0.262,90.379,0.854,0,21
128,0.5,2,0.001,32,1,0.398,81.326,0.684,0.262,87.312,0.823,0,25
128,0.5,2,0.001,32,2,0.199,92.369,0.884,0.298,87.25,0.808,0,28
128,0.5,2,0.001,32,3,0.125,95.144,0.923,0.254,88.562,0.847,0,27
128,0.5,2,0.001,32,4,0.082,97.107,0.954,0.261,90.562,0.852,0,24
128,0.5,2,0.001,32,5,0.059,97.867,0.966,0.348,88.75,0.854,0,23
128,0.5,2,0.001,32,6,0.034,98.944,0.983,0.399,89.062,0.845,0,35
128,0.5,2,0.001,32,7,0.023,99.24,0.988,0.494,88.375,0.841,0,24
128,0.5,2,0.001,32,8,0.022,99.261,0.988,0.477,88.938,0.844,0,23
128,0.5,2,0.001,32,9,0.015,99.409,0.991,0.531,88.625,0.836,0,24
128,0.5,2,0.001,32,10,0.008,99.662,0.995,0.633,88.438,0.837,0,24
128,0.5,2,0.001,64,1,0.481,75.725,0.569,0.289,86.165,0.808,0,20
128,0.5,2,0.001,64,2,0.222,90.659,0.858,0.253,88.386,0.811,0,21
128,0.5,2,0.001,64,3,0.14,94.928,0.92,0.287,89.261,0.836,0,20
128,0.5,2,0.001,64,4,0.096,96.543,0.946,0.26,89.276,0.839,0,21
128,0.5,2,0.001,64,5,0.077,97.155,0.955,0.262,88.941,0.822,0,24
128,0.5,2,0.001,64,6,0.06,97.889,0.967,0.319,89.588,0.848,0,22
128,0.5,2,0.001,64,7,0.03,98.881,0.982,0.376,90.989,0.864,0,20
128,0.5,2,0.001,64,8,0.022,99.261,0.988,0.307,89.268,0.832,0,20
128,0.5,2,0.001,64,9,0.024,99.198,0.987,0.411,90.357,0.855,0,20
128,0.5,2,0.001,64,10,0.013,99.683,0.995,0.391,89.338,0.84,0,19
128,0.5,2,0.0001,32,1,0.673,67.204,0.155,0.646,67.312,0.0,0,23
128,0.5,2,0.0001,32,2,0.512,75.701,0.535,0.395,81.438,0.678,0,23
128,0.5,2,0.0001,32,3,0.337,84.654,0.763,0.315,86.375,0.781,0,24
128,0.5,2,0.0001,32,4,0.261,89.696,0.842,0.275,88.125,0.818,0,26
128,0.5,2,0.0001,32,5,0.206,92.568,0.885,0.267,88.688,0.832,0,26
128,0.5,2,0.0001,32,6,0.18,93.602,0.9,0.247,88.875,0.843,0,26
128,0.5,2,0.0001,32,7,0.145,95.198,0.926,0.252,90.0,0.853,0,26
128,0.5,2,0.0001,32,8,0.118,96.03,0.938,0.261,90.062,0.861,0,26
128,0.5,2,0.0001,32,9,0.104,96.41,0.943,0.249,90.062,0.859,0,28
128,0.5,2,0.0001,32,10,0.086,97.107,0.954,0.262,90.312,0.862,0,27
128,0.5,2,0.0001,64,1,0.682,67.428,0.066,0.673,68.195,0.0,0,22
128,0.5,2,0.0001,64,2,0.657,68.188,0.0,0.632,68.195,0.0,0,24
128,0.5,2,0.0001,64,3,0.541,74.329,0.445,0.44,78.853,0.645,0,23
128,0.5,2,0.0001,64,4,0.383,82.66,0.735,0.354,83.25,0.758,0,20
128,0.5,2,0.0001,64,5,0.311,86.972,0.804,0.315,86.629,0.797,0,22
128,0.5,2,0.0001,64,6,0.263,89.605,0.841,0.293,86.908,0.819,0,20
128,0.5,2,0.0001,64,7,0.221,91.978,0.878,0.279,88.316,0.817,0,20
128,0.5,2,0.0001,64,8,0.192,92.997,0.893,0.257,89.191,0.835,0,20
128,0.5,2,0.0001,64,9,0.16,94.306,0.912,0.259,89.518,0.849,0,20
128,0.5,2,0.0001,64,10,0.135,95.646,0.932,0.245,90.544,0.852,0,20
